Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	Genome assembly ID
UP000180213	Omnitrophica bacterium GWA2_50_21	1801815	807		Bacteria, Candidatus Omnitrophica	Unassembled WGS sequence	GCA_001804005.1
UP000221860	Limimaricola cinnabarinus (Strain: XM1)	1125964	3547		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Limimaricola	Unassembled WGS sequence	GCA_002723615.1
UP000199658	Litoreibacter janthinus (Strain: DSM 26921)	670154	3699		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Litoreibacter	Unassembled WGS sequence	GCA_900111945.1
UP000198756	Algoriphagus alkaliphilus (Strain: DSM 22703)	279824	4321		Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus	Unassembled WGS sequence	GCA_900103735.1
UP000001727	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109) (Strain: ATCC 43042 / DSM 7109)	504474	2011	CORU7	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium	Chromosome	GCA_000069945.1
UP000003868	marine actinobacterium PHSC20C1 (Strain: PHSC20C1)	312284	2668		Bacteria, Actinobacteria	Unassembled WGS sequence	GCA_000153145.1
UP000013137	Mycoplasma alkalescens 14918 (Strain: 14918)	1188234	601		Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma	Unassembled WGS sequence	GCA_000367445.1
UP000016497	Alcaligenes sp. EGD-AK7 (Strain: EGD-AK7)	1386079	3984		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Alcaligenaceae, Alcaligenes	Unassembled WGS sequence	GCA_000465875.3
UP000013140	Thauera sp. 27 (Strain: 27)	305700	4268		Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Zoogloeaceae, Thauera	Unassembled WGS sequence	GCA_000310125.2
UP000003408	gamma proteobacterium HIMB55 (Strain: HIMB55)	745014	2470		Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Halieaceae	Unassembled WGS sequence	GCA_000227505.4
UP000182631	Candidatus Synechococcus spongiarum	431041	1661		Bacteria, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus	Unassembled WGS sequence	GCA_900047545.1
UP000027360	alpha proteobacterium Q-1 (Strain: Q-1)	1492281	2787		Bacteria, Proteobacteria, Alphaproteobacteria	Unassembled WGS sequence	GCA_000710935.1
UP000195709	Rickettsiales bacterium TMED251	1986870	748		Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales	Unassembled WGS sequence	GCA_002168775.1
UP000016462	Agrococcus pavilionensis RW1 (Strain: RW1)	1330458	2776		Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Agrococcus	Unassembled WGS sequence	GCA_000400485.1
UP000018056	Blautia sp. CAG:257 (Strain: MGS:257)	1262756	2516		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Blautia, environmental samples	Unassembled WGS sequence	GCA_000433815.1
UP000230679	Candidatus Omnitrophica bacterium CG07_land_8_20_14_0_80_50_8	1974742	1056		Bacteria, Candidatus Omnitrophica	Unassembled WGS sequence	GCA_002779345.1
UP000183644	Parcubacteria group bacterium CG1_02_42_13	1805309	367		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_001872405.1
UP000016307	Cutibacterium granulosum DSM 20700 (Strain: DSM 20700)	1160719	1962		Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Cutibacterium	Unassembled WGS sequence	GCA_000463665.1
UP000187402	Chloroflexi bacterium 13_1_40CM_68_15	1805083	433		Bacteria, Chloroflexi	Unassembled WGS sequence	GCA_001917745.1
UP000014112	Lachnospiraceae bacterium 28-4 (Strain: 28-4)	397287	3953		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae	Unassembled WGS sequence	GCA_000403275.2
UP000245977	Acinetobacter defluvii (Strain: WCHA30)	1871111	3441		Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter	Plasmid p5_010030; Plasmid p3_010030; Plasmid p7_010030; Chromosome; Plasmid p6_010030; Plasmid poxa58_010030; Plasmid p2_010030; Plasmid p4_010030; Plasmid p1_010030	GCA_001704615.2
UP000003417	alpha proteobacterium BAL199 (Strain: BAL199)	331869	5881		Bacteria, Proteobacteria, Alphaproteobacteria	Unassembled WGS sequence	GCA_000171835.1
UP000007590	Solitalea canadensis (strain ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D) (Flexibacter canadensis) (Strain: ATCC 29591 / DSM 3403 / NBRC 15130 / NCIMB 12057 / USAM 9D)	929556	4304	SOLCM	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Solitalea	Chromosome	GCA_000242635.3
UP000247832	Arthrobacter livingstonensis (Strain: LI2)	670078	4378		Bacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter	Unassembled WGS sequence	GCA_003219815.1
UP000224670	Iodobacter sp. BJB302 (Strain: BJB302)	1506510	4318		Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Chromobacteriaceae, Iodobacter	Unassembled WGS sequence	GCA_002735645.1
UP000179888	Omnitrophica bacterium GWA2_52_12	1801816	639		Bacteria, Candidatus Omnitrophica	Unassembled WGS sequence	GCA_001805305.1
UP000002301	Ochrobactrum anthropi (strain ATCC 49188 / DSM 6882 / JCM 21032 / NBRC 15819 / NCTC 12168) (Strain: ATCC 49188 / DSM 6882 / JCM 21032 / NBRC 15819 / NCTC 12168)	439375	4757	OCHA4	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum	Chromosome 1; Chromosome 2; Plasmid pOANT01; Plasmid pOANT02; Plasmid pOANT03; Plasmid pOANT04	GCA_000017405.1
UP000179700	Chloroflexi bacterium RIFCSPLOWO2_12_FULL_71_12	1797673	1454		Bacteria, Chloroflexi	Unassembled WGS sequence	GCA_001797125.1
UP000238280	Rhizobium sp. KAs_5_22 (Strain: KAs_5_22)	2067668	5237		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium	Unassembled WGS sequence	GCA_002933635.1
UP000238650	Leucobacter massiliensis (Strain: 122RC15)	1686285	2663		Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter	Unassembled WGS sequence	GCA_002982315.1
UP000179099	Candidatus Portnoybacteria bacterium RBG_19FT_COMBO_36_7	1801992	732		Bacteria, Candidatus Portnoybacteria	Unassembled WGS sequence	GCA_001819495.1
UP000177803	Candidatus Magasanikbacteria bacterium RIFOXYA2_FULL_44_8	1798696	610		Bacteria, Candidatus Magasanikbacteria	Unassembled WGS sequence	GCA_001783135.1
UP000196006	Owenweeksia sp. TMED14	1986609	1479		Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Cryomorphaceae, Owenweeksia	Unassembled WGS sequence	GCA_002167805.1
UP000179014	Candidatus Kaiserbacteria bacterium GWA2_50_9	1798474	705		Bacteria, Candidatus Kaiserbacteria	Unassembled WGS sequence	GCA_001779585.1
UP000233781	Tetrasphaera duodecadis (Strain: DSM 12806)	173053	3172		Bacteria, Actinobacteria, Micrococcales, Intrasporangiaceae, Tetrasphaera	Unassembled WGS sequence	GCA_002846495.1
UP000009381	Rhodobacterales bacterium HTCC2255 (Strain: HTCC2255)	367336	2236		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales	Unassembled WGS sequence	GCA_000153745.1
UP000000935	Bacillus megaterium (strain ATCC 12872 / QMB1551) (Strain: ATCC 12872 / QMB1551)	545693	5606	BACMQ	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus	Chromosome; Plasmid pBM100; Plasmid pBM200; Plasmid pBM300; Plasmid pBM400; Plasmid pBM500; Plasmid pBM600; Plasmid pBM700	GCA_000025825.1
UP000248798	Desulfobacter hydrogenophilus (Strain: DSM 3380)	2291	4243		Bacteria, Proteobacteria, Deltaproteobacteria, Desulfobacterales, Desulfobacteraceae, Desulfobacter	Unassembled WGS sequence	GCA_003261095.1
UP000034891	Parcubacteria group bacterium GW2011_GWA2_44_15	1618831	277		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_001000715.1
UP000176450	Candidatus Gottesmanbacteria bacterium RIFCSPLOWO2_01_FULL_46_9	1798394	655		Bacteria, Candidatus Gottesmanbacteria	Unassembled WGS sequence	GCA_001779335.1
UP000094501	Methyloceanibacter methanicus (Strain: R-67174)	1774968	2710		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloceanibacter	Unassembled WGS sequence	GCA_001723285.1
UP000031627	Candidatus Tachikawaea gelatinosa (Strain: UwTKB)	1410383	613		Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Candidatus Tachikawaea	Chromosome	GCA_000828815.1
UP000006420	Dysgonomonas mossii DSM 22836 (Strain: DSM 22836)	742767	3424		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Dysgonamonadaceae, Dysgonomonas	Unassembled WGS sequence	GCA_000213575.1
UP000034862	candidate division TM6 bacterium GW2011_GWF2_30_66	1619078	932		Bacteria, Candidatus Dependentiae	Unassembled WGS sequence	GCA_000989195.1
UP000232063	Entomoplasma luminosum (Strain: PIMN-1)	214888	866		Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma	Chromosome	GCA_002803985.1
UP000244112	Glaciimonas sp. PCH181 (Strain: PCH181)	2133943	4634		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Glaciimonas	Unassembled WGS sequence	GCA_003056055.1
UP000178114	Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_45_34	1798351	832		Bacteria, Candidatus Giovannonibacteria	Unassembled WGS sequence	GCA_001780695.1
UP000014407	Staphylococcus sp. HGB0015 (Strain: HGB0015)	1078083	2281		Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus	Unassembled WGS sequence	GCA_000411275.1
UP000034785	Candidatus Daviesbacteria bacterium GW2011_GWA2_42_7	1618425	866		Bacteria, Candidatus Daviesbacteria	Unassembled WGS sequence	GCA_000997105.1
UP000177103	Candidatus Woykebacteria bacterium RBG_13_40_7b	1802594	626		Bacteria, Candidatus Woykebacteria	Unassembled WGS sequence	GCA_001816975.1
UP000034846	Candidatus Uhrbacteria bacterium GW2011_GWD2_52_7	1618989	920		Bacteria, Candidatus Uhrbacteria	Unassembled WGS sequence	GCA_001004485.1
UP000003118	Pseudopropionibacterium propionicum (strain F0230a) (Propionibacterium propionicum) (Strain: F0230a)	767029	2931	PSEPQ	Bacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Pseudopropionibacterium	Chromosome	GCA_000277715.1
UP000028946	Candidatus Paracaedimonas acanthamoebae	244581	1629		Bacteria, Proteobacteria, Alphaproteobacteria, Holosporales, Caedimonadaceae, Candidatus Paracaedimonas	Plasmid Plasmid_00003; Plasmid Plasmid_00001; Chromosome; Plasmid Plasmid_00002; Plasmid Plasmid_00004	GCA_000743035.1
UP000006657	Odoribacter splanchnicus (strain ATCC 29572 / DSM 20712 / CIP 104287 / JCM 15291 / NCTC 10825 / 1651/6) (Bacteroides splanchnicus) (Strain: ATCC 29572 / DSM 20712 / JCM 15291 / NCTC 10825 / 1651/6)	709991	3479	ODOSD	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Odoribacteraceae, Odoribacter	Chromosome	GCA_000190535.1
UP000018219	Bacteroides intestinalis CAG:315 (Strain: MGS:315)	1263048	3513		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, environmental samples	Unassembled WGS sequence	GCA_000437135.1
UP000017700	Serratia sp. (strain ATCC 39006) (Strain: ATCC 39006 / SC 11482)	104623	4305	SERS3	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Yersiniaceae, Serratia	Chromosome	GCA_000463345.3
UP000000849	Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / NCIB 8073 / NRS 134) (Strain: ATCC 482 / DSM 20109 / NCIB 8073 / NRS 134)	446466	3673	CELFN	Bacteria, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas	Chromosome	GCA_000092865.1
UP000176300	Candidatus Magasanikbacteria bacterium RIFOXYB1_FULL_40_15	1798697	805		Bacteria, Candidatus Magasanikbacteria	Unassembled WGS sequence	GCA_001784365.1
UP000232763	SAR202 cluster bacterium Io17-Chloro-G5	1926614	1464		Bacteria, Chloroflexi, SAR202 cluster	Unassembled WGS sequence	GCA_002816355.1
UP000247300	Wolbachia endosymbiont of Folsomia candida (Strain: Berlin)	169402	1399		Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Wolbachieae, Wolbachia	Chromosome	GCA_001931755.2
UP000235640	Vibrio sp. 10N.286.49.C2 (Strain: 10N.286.49.C2)	1880856	4338		Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio	Unassembled WGS sequence	GCA_002874415.1
UP000008043	Streptomyces davaonensis (strain DSM 101723 / JCM 4913 / KCC S-0913 / 768) (Strain: DSM 101723 / JCM 4913 / KCC S-0913 / 768)	1214101	8553	STRDJ	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces	Plasmid pSDA1; Chromosome	GCA_000349325.1
UP000018466	Stomatobaculum longum (Strain: ACC2)	796942	2070		Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Stomatobaculum	Unassembled WGS sequence	GCA_000242235.1
UP000236295	bacterium HR27	2035422	2050		Bacteria	Unassembled WGS sequence	GCA_002898975.1
UP000000434	Thermobifida fusca (strain YX) (Strain: YX)	269800	3085	THEFY	Bacteria, Actinobacteria, Streptosporangiales, Nocardiopsaceae, Thermobifida	Chromosome	GCA_000012405.1
UP000241768	Parcubacteria group bacterium SW_4_46_8	1919224	450		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_003022305.1
UP000229768	Candidatus Peregrinibacteria bacterium CG11_big_fil_rev_8_21_14_0_20_46_8	1974793	1292		Bacteria, Candidatus Peregrinibacteria	Unassembled WGS sequence	GCA_002796025.1
UP000005963	Megamonas funiformis YIT 11815 (Strain: YIT 11815)	742816	2525		Bacteria, Firmicutes, Negativicutes, Selenomonadales, Selenomonadaceae, Megamonas	Unassembled WGS sequence	GCA_000245775.1
UP000004041	Afipia sp. 1NLS2 (Strain: 1NLS2)	666684	3823		Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Afipia	Unassembled WGS sequence	GCA_000178995.1
UP000033774	Elstera litoralis (Strain: Dia-1)	552518	3298		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Elstera	Unassembled WGS sequence	GCA_000963705.1
UP000034066	Parcubacteria group bacterium GW2011_GWA1_49_26	1618797	716		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_001003905.1
UP000220085	Bacillus sp. AFS018417 (Strain: AFS018417)	2033491	4515		Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus	Unassembled WGS sequence	GCA_002560985.1
UP000034011	Candidatus Nomurabacteria bacterium GW2011_GWF2_36_19	1618775	800		Bacteria, Candidatus Nomurabacteria	Unassembled WGS sequence	GCA_000991485.1
UP000003112	Prevotella buccae ATCC 33574 (Strain: ATCC 33574)	873513	2896		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella	Unassembled WGS sequence	GCA_000184945.1
UP000241130	Parcubacteria group bacterium SW_6_46_9	1919226	686		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_003022255.1
UP000232910	SAR202 cluster bacterium MP-NPac-SRR3961935-G1	1926623	1975		Bacteria, Chloroflexi, SAR202 cluster	Unassembled WGS sequence	GCA_002817285.1
UP000217256	candidate division SR1 bacterium RAAC1_SR1_1 (Strain: RAAC1_SR1_1)	1394709	1059		Bacteria, candidate division SR1	Chromosome	GCA_000503875.1
UP000239209	Pseudosporangium ferrugineum (Strain: DSM 45348)	439699	7729		Bacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Pseudosporangium	Unassembled WGS sequence	GCA_003002065.1
UP000230343	Bacteroidetes bacterium CG02_land_8_20_14_3_00_31_25	1973923	2775		Bacteria, Bacteroidetes	Unassembled WGS sequence	GCA_002781315.1
UP000002029	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100) (Strain: ATCC 12428 / DSM 43021 / JCM 3005 / NI 9100)	479432	8955	STRRD	Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Streptosporangium	Plasmid pSROS01; Chromosome	GCA_000024865.1
UP000177399	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_47_10b	1817738	945		Bacteria, unclassified Parcubacteria group	Unassembled WGS sequence	GCA_001824325.1
UP000018896	Bacillus akibai (strain ATCC 43226 / DSM 21942 / JCM 9157 / 1139) (Strain: JCM 9157)	1236973	4710	BACA3	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus	Unassembled WGS sequence	GCA_000513135.1
UP000245293	Rhodobacteraceae bacterium WDS4C29 (Strain: WDS4C29)	1914409	3136		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae	Unassembled WGS sequence	GCA_003129565.1
UP000005263	Methylocystis sp. (strain SC2) (Strain: SC2)	187303	4040	METSZ	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylocystaceae, Methylocystis	Chromosome; Plasmid pBSC2-1; Plasmid pBSC2-2	GCA_000304315.1
UP000003919	Algoriphagus machipongonensis (Strain: PR1)	388413	3932		Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus	Chromosome; Unassembled WGS sequence	GCA_000166275.1
UP000177202	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_44_12b	1802772	511		Bacteria, Candidatus Zambryskibacteria	Unassembled WGS sequence	GCA_001824175.1
UP000004914	Streptococcus pneumoniae SP14-BS69 (Strain: SP14-BS69)	406560	2767		Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus	Unassembled WGS sequence	GCA_000170095.1
UP000034431	Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32	1618643	794		Bacteria, Candidatus Falkowbacteria	Unassembled WGS sequence	GCA_000999715.1
UP000233403	Bacteroidetes bacterium HGW-Bacteroidetes-12	2013680	2670		Bacteria, Bacteroidetes	Unassembled WGS sequence	GCA_002841035.1
UP000033876	Candidatus Nomurabacteria bacterium GW2011_GWB1_37_5	1618742	831		Bacteria, Candidatus Nomurabacteria	Unassembled WGS sequence	GCA_000990255.1
UP000034744	Candidatus Moranbacteria bacterium GW2011_GWE2_47_10	1618714	1031		Bacteria, Candidatus Moranbacteria	Unassembled WGS sequence	GCA_001003065.1
UP000198242	Micromonospora viridifaciens (Strain: DSM 43909)	1881	6220	MICVI	Bacteria, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora	Chromosome i	GCA_900091545.1
UP000014174	Arcticibacter svalbardensis MN12-7 (Strain: MN12-7)	1150600	4309		Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Arcticibacter	Unassembled WGS sequence	GCA_000403135.1
UP000245839	Jannaschia seohaensis (Strain: DSM 25227)	475081	4631		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Jannaschia	Unassembled WGS sequence	GCA_003149265.1
UP000239709	Ottowia oryzae (Strain: KADR8-3)	2109914	3420		Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ottowia	Chromosome	GCA_003008535.1
UP000233320	Ignavibacteriae bacterium HGW-Ignavibacteriae-2	2013809	3464		Bacteria, Ignavibacteriae	Unassembled WGS sequence	GCA_002839805.1
UP000177026	Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_8	1802033	1142		Bacteria, Candidatus Roizmanbacteria	Unassembled WGS sequence	GCA_001789355.1
UP000176790	Chloroflexi bacterium RBG_16_68_14	1797660	1936		Bacteria, Chloroflexi	Unassembled WGS sequence	GCA_001796995.1
UP000018890	Bacillus wakoensis JCM 9140 (Strain: JCM 9140)	1236970	4575		Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus	Unassembled WGS sequence	GCA_000513095.1
UP000236732	Nonomuraea solani (Strain: CGMCC 4.7037)	1144553	12105		Bacteria, Actinobacteria, Streptosporangiales, Streptosporangiaceae, Nonomuraea	Unassembled WGS sequence	GCA_900108335.1
UP000199639	Cryobacterium flavum (Strain: CGMCC 1.11215)	1424659	3885		Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Cryobacterium	Unassembled WGS sequence	GCA_900103805.1
UP000034541	Candidatus Levybacteria bacterium GW2011_GWA2_40_8	1618459	759		Bacteria, Candidatus Levybacteria	Unassembled WGS sequence	GCA_000994125.1
UP000198995	Peptococcus niger (Strain: DSM 20475)	2741	1844	PEPNI	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Peptococcus	Unassembled WGS sequence	GCA_900101835.1
UP000034056	candidate division TM6 bacterium GW2011_GWF2_43_87	1619086	910		Bacteria, Candidatus Dependentiae	Unassembled WGS sequence	GCA_001000065.1
UP000034839	Candidatus Moranbacteria bacterium GW2011_GWF2_35_39	1618721	1019		Bacteria, Candidatus Moranbacteria	Unassembled WGS sequence	GCA_000990805.1
UP000184164	Mariniphaga anaerophila (Strain: DSM 26910)	1484053	3974		Bacteria, Bacteroidetes, Bacteroidia, Marinilabiliales, Prolixibacteraceae, Mariniphaga	Unassembled WGS sequence	GCA_900129025.1
UP000184480	Dysgonomonas macrotermitis (Strain: DSM 27370)	1346286	4009		Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Dysgonamonadaceae, Dysgonomonas	Unassembled WGS sequence	GCA_900128985.1
UP000199092	Friedmanniella luteola (Strain: DSM 21741)	546871	4260		Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Friedmanniella	Chromosome i	GCA_900105065.1
UP000198790	Algoriphagus aquimarinus (Strain: DSM 23399)	237018	4362		Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cyclobacteriaceae, Algoriphagus	Unassembled WGS sequence	GCA_900112005.1
UP000199412	Rhodospira trueperi (Strain: ATCC 700224)	69960	3690		Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospira	Unassembled WGS sequence	GCA_900101965.1
