Proteome ID	Organism	Organism ID	Protein count	Taxon mnemonic	Taxonomic lineage	proteome-components	genome assembly id
UP000052088	Morelia spilota papillomavirus 1	1081054	7		Viruses, dsDNA viruses, no RNA stage, Papillomaviridae, Firstpapillomavirinae, Dyomupapillomavirus	Genome	GCA_000892995.1
UP000052094	Feline papillomavirus type 2	568209	6		Viruses, dsDNA viruses, no RNA stage, Papillomaviridae, Firstpapillomavirinae, Dyothetapapillomavirus	Genome	GCA_002826945.1
UP000005883	Vibrio phage VCY-phi	1105327	11		Viruses, ssDNA viruses, Inoviridae, unassigned Inoviridae	Genome	GCA_000894015.1
UP000221958	Ralstonia virus phiAp1	1932865	56		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Autographivirinae, unclassified Phikmvvirus	Genome	GCA_002617905.1
UP000008472	Aedes albopictus densovirus (isolate Boublik/1994) (AalDNV) (Strain: Isolate Boublik/1994)	648330	3	AADNV	Viruses, ssDNA viruses, Parvoviridae, Densovirinae, Brevidensovirus	Genome	GCA_000847125.1
UP000007661	Vesicular exanthema of swine virus serotype A48 (isolate Swine/United States/A48/1948) (VESV) (Strain: Isolate Swine/United States/A48/1948)	85617	3	VESVA	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Caliciviridae, Vesivirus	Genome	GCA_000847705.1
UP000006511	Staphylococcus phage SpaA1	1118063	63		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000898375.1
UP000112207	Avian avulavirus 6	157619	7		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Paramyxoviridae, Avulavirus	Genome	
UP000001666	Tomato bushy stunt virus (strain Cherry) (TBSV) (Strain: Cherry)	12147	4	TBSVC	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tombusviridae, Tombusvirus	Genome	GCA_000858805.1
UP000007462	Staphylococcus phage 44AHJD	204086	21	BP44A	Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Picovirinae, P68virus	Genome	GCA_000843045.1
UP000014728	Cellulophaga phage phi18:3	1327983	123		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_000910515.1
UP000002902	Escherichia phage ECML-117	1204521	94		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, unclassified Pbunavirus	Genome	GCA_000925795.1
UP000170840	Circoviridae 14 LDMD-2013	1379718	3		Viruses, ssDNA viruses, Circoviridae, environmental samples	Genome	
UP000240586	Gordonia phage Patio	2041515	90		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002956095.1
UP000007701	Burkholderia phage KS9	335797	50		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, E125virus, unclassified E125virus	Genome	GCA_000885155.1
UP000217266	Rice virus A	2021212	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tombusviridae	Genome	GCA_002271105.1
UP000026993	Listeria phage LP-101	1458856	70		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000923075.1
UP000246317	Xanthomonas phage XacN1 (Strain: XacN1)	2042251	459		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_003173815.1
UP000009090	Pseudomonas phage Pf3 (Bacteriophage Pf3)	10872	9	BPPF3	Viruses, ssDNA viruses, Inoviridae, unassigned Inoviridae	Genome	GCA_002601645.1
UP000008740	Propionibacterium phage PAS50	504553	46		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Pa6virus	Genome	GCA_000892635.1
UP000133386	Grass carp reovirus	128987	11		Viruses, dsRNA viruses, Reoviridae, Spinareovirinae, Aquareovirus	Genome	
UP000134053	Schmallenberg virus (SBV)	1133363	4	SBV	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Peribunyaviridae, Orthobunyavirus	Genome	
UP000154182	Gemycircularvirus HV-GcV2	1862825	3		Viruses, ssDNA viruses, Genomoviridae, Gemykibivirus	Genome	GCA_001679875.1
UP000019701	Pectobacterium phage PM1	1399915	63		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_000920475.1
UP000201410	Macroptilium yellow spot virus	1129034	5		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_000895435.1
UP000201291	Anhanga virus (Strain: BeAn46852)	904722	4		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Phenuiviridae, Phlebovirus, unclassified Phlebovirus	Genome	GCA_002008495.1
UP000202530	Gastropod associated circular ssDNA virus (Strain: chc)	1296573	2		Viruses, ssDNA viruses, unclassified ssDNA viruses	Genome	GCA_000905215.1
UP000202076	Flavobacterium phage Fpv20	1814283	82		Viruses, unclassified bacterial viruses	Genome	GCA_001882215.1
UP000201622	Salmonella phage SEN34	1647463	63		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_001470135.1
UP000203655	Wenling chuvirus-like virus 2 (Strain: WLJQ104274)	1922378	1		Viruses, unclassified RNA viruses	Genome	GCA_001925675.1
UP000203420	Pea yellow stunt virus	1436892	8		Viruses, ssDNA viruses, Nanoviridae, Nanovirus	Genome	GCA_000915955.1
UP000204093	Miniopterus schreibersii polyomavirus 1 (Strain: 12SuB07)	1904408	6		Viruses, dsDNA viruses, no RNA stage, Polyomaviridae, unclassified Polyomaviridae	Genome	GCA_002037795.1
UP000204521	Wenzhou narna-like virus 7 (Strain: WZFSL82100)	1923582	1		Viruses, unclassified RNA viruses	Genome	GCA_001958175.1
UP000201332	Leek white stripe virus	45224	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tombusviridae, Betanecrovirus	Genome	GCA_000855105.1
UP000201720	Wenzhou sobemo-like virus 1 (Strain: WZFSL61418)	1923657	1		Viruses, unclassified RNA viruses	Genome	GCA_001967695.1
UP000207660	Beihai sobemo-like virus 14 (Strain: HOU157842)	1922685	2		Viruses, unclassified RNA viruses	Genome	GCA_001924855.1
UP000202141	Hubei picorna-like virus 69 (Strain: WGML147773)	1923152	3		Viruses, unclassified RNA viruses	Genome	GCA_001967915.1
UP000203948	Mycobacterium phage Phlei	1690684	81		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_001470455.1
UP000204548	Sweet potato C6 virus	1307958	5		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Betaflexiviridae, Quinvirinae, Carlavirus	Genome	GCA_000898495.1
UP000203932	Aggregatibacter phage S1249	683735	66		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_001743535.1
UP000204254	Paenibacillus phage Tripp	1718161	92		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001504915.1
UP000234934	Actinidia chlorotic ringspot-associated virus	1776763	5		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Fimoviridae, Emaravirus	Genome	GCA_002867245.1
UP000030714	Mycobacterium phage MiaZeal	1567005	250		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Omegavirus, unclassified Omegavirus	Genome	GCA_001505975.1
UP000204225	Phaeocystis globosa virus (Strain: 16T)	251749	434		Viruses, dsDNA viruses, no RNA stage, Phycodnaviridae, Prymnesiovirus, unclassified Prymnesiovirus	Genome	GCA_000907415.1
UP000208063	Hubei narna-like virus 12 (Strain: SZmix21586)	1922942	1		Viruses, unclassified RNA viruses	Genome	GCA_001966775.1
UP000201657	Hubei diptera virus 12	1922873	3		Viruses, unclassified RNA viruses	Genome	GCA_001966015.1
UP000203810	Beihai picorna-like virus 116 (Strain: YYSZX16386)	1922545	2		Viruses, unclassified RNA viruses	Genome	GCA_001934065.1
UP000207750	Diabrotica virgifera virgifera virus 3	1920989	2		Viruses, unclassified viruses	Genome	GCA_002080155.1
UP000203493	Mycobacterium phage Serenity	1701853	97		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus, unclassified L5virus	Genome	GCA_001503315.1
UP000203488	Penicillium aurantiogriseum partiti-like virus	1755781	1		Viruses, unclassified viruses	Genome	GCA_001461145.1
UP000201753	Pseudomonas phage phi3	1754217	36		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Peduovirinae, Hp1virus, unclassified Hp1virus	Genome	GCA_001736495.1
UP000154597	Bovine adenovirus 2 (BAdV-2) (Mastadenovirus bos2)	114429	11	ADEB2	Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus, Ovine mastadenovirus A	Genome	GCA_000844185.1
UP000204466	Hubei diptera virus 15 (Strain: SCM95219)	1922876	2		Viruses, unclassified RNA viruses	Genome	GCA_001964335.1
UP000204449	Sweet potato vein clearing virus (Strain: Dom1)	995049	9		Viruses, Ortervirales, Caulimoviridae, Solendovirus	Genome	GCA_000891675.1
UP000203131	Beihai razor shell virus 4 (Strain: BHZC37363)	1922648	1		Viruses, unclassified RNA viruses	Genome	GCA_001933845.1
UP000204432	Cotton leaf curl Burewala virus - [India:Vehari:2006]	418448	5		Viruses, ssDNA viruses, Geminiviridae, Begomovirus	Genome	GCA_000882715.1
UP000201184	Sanxia picorna-like virus 12 (Strain: SXXX24153)	1923369	2		Viruses, unclassified RNA viruses	Genome	GCA_001925255.1
UP000202040	Hubei tombus-like virus 1 (Strain: WHWN54407)	1923255	4		Viruses, unclassified RNA viruses	Genome	GCA_001968615.1
UP000217267	Arhar cryptic virus-I (Strain: Hyderabad)	1585924	3		Viruses, unclassified viruses	Genome	GCA_002289195.1
UP000203110	Hubei picorna-like virus 50 (Strain: spider113255)	1923132	1		Viruses, unclassified RNA viruses	Genome	GCA_001968575.1
UP000168164	Canarypox virus (CNPV)	44088	322	CNPV	Viruses, dsDNA viruses, no RNA stage, Poxviridae, Chordopoxvirinae, Avipoxvirus	Genome	GCA_000841685.1
UP000167585	Torque teno midi virus 7	2065048	4		Viruses, ssDNA viruses, Anelloviridae, Gammatorquevirus	Genome	GCA_002818625.1
UP000203411	Xanthophyllomyces dendrorhous virus L1A	1167690	2		Viruses, dsRNA viruses, Totiviridae, Totivirus	Genome	GCA_000904635.1
UP000204399	Hubei myriapoda virus 5 (Strain: GCM10499)	1922934	3		Viruses, unclassified RNA viruses	Genome	GCA_002003935.1
UP000224219	Freshwater phage uvFW-CGR-AMD-COM-C455	1838156	58		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002609925.1
UP000224263	Staphylococcus phage vB_SscM-2	1868845	202		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Spounavirinae, unclassified Spounavirinae	Genome	GCA_002611225.1
UP000207590	Lake Sarah-associated circular virus-43	1685772	2		Viruses, unclassified viruses	Genome	GCA_001589615.1
UP000207581	Salmonella phage 19	1654883	194		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_001550665.1
UP000202727	Circovirus-like genome RW-B (Strain: RW-B)	642252	2		Viruses, ssDNA viruses, unclassified ssDNA viruses	Genome	GCA_000885755.1
UP000201843	Wenzhou picorna-like virus 54 (Strain: WZSBei68749)	1923642	1		Viruses, unclassified RNA viruses	Genome	GCA_001959595.1
UP000202719	Cnaphalocrocis medinalis granulovirus (Strain: Enping)	1750712	118		Viruses, dsDNA viruses, no RNA stage, Baculoviridae, Betabaculovirus	Genome	GCA_001567015.1
UP000202703	Hubei picorna-like virus 9 (Strain: QTM26755)	1923168	1		Viruses, unclassified RNA viruses	Genome	GCA_001968135.1
UP000204646	Wuhan insect virus 23 (Strain: WHCCII13263)	1923727	2		Viruses, unclassified RNA viruses	Genome	GCA_001921615.1
UP000203660	Hubei rhabdo-like virus 2 (Strain: WHSWHC60518)	1923186	4		Viruses, unclassified RNA viruses	Genome	GCA_001967615.1
UP000202441	Cactus virus X	112227	7		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Alphaflexiviridae, Potexvirus	Genome	GCA_000856405.1
UP000202970	Lake Sarah-associated circular virus-36	1685764	2		Viruses, unclassified viruses	Genome	GCA_001589655.1
UP000202433	Beihai picorna-like virus 2 (Strain: BHNXC40556)	1922562	2		Viruses, unclassified RNA viruses	Genome	GCA_001934805.1
UP000201617	Lake Sarah-associated circular virus-49	1685778	2		Viruses, unclassified viruses	Genome	GCA_001590215.1
UP000201385	Klebsiella phage vB_KpnP_KpV289	1671396	51		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Autographivirinae	Genome	GCA_001500915.1
UP000170217	Human mastadenovirus B	108098	36		Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus	Genome	
UP000008400	Mycobacterium virus Mrgordo	1036613	92		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, L5virus	Genome	GCA_002601145.1
UP000172122	Medjerda Valley virus	1775957	4		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Phenuiviridae, Phlebovirus	Genome	
UP000202118	Mycobacterium phage Brocalys	1815608	96		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Che8virus, unclassified Che8virus	Genome	GCA_001755685.1
UP000201236	Hubei sobemo-like virus 44 (Strain: WGML133391)	1923232	2		Viruses, unclassified RNA viruses	Genome	GCA_001923335.1
UP000202067	Bole tick virus 4 (Strain: BLP-1)	1746058	1		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage	Genome	GCA_001444065.1
UP000203698	Wilkie partiti-like virus 2 (Strain: mosWSCP53020)	2010284	1		Viruses, unclassified viruses	Genome	GCA_002210655.1
UP000203445	Gordonia phage UmaThurman	1821563	83		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001755185.1
UP000129218	Caraparu virus	192196	4		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Peribunyaviridae, Orthobunyavirus	Genome	
UP000201841	Hubei arthropod virus 3 (Strain: GCM7473)	1922836	1		Viruses, unclassified RNA viruses	Genome	GCA_001966075.1
UP000207679	Gordonia phage GMA5	1647472	28		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_001736635.1
UP000146376	Drosophila ananassae sigmavirus	1002359	6		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Sigmavirus	Genome	GCA_002815715.1
UP000002405	Staphylococcus virus phi12	186152	49		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Triavirus	Genome	GCA_000842945.1
UP000000853	Acyrthosiphon pisum secondary endosymbiont phage 1 (Bacteriophage APSE-1)	67571	54	BPAPS	Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_000837745.1
UP000001041	Pseudomonas phage PAJU2	504346	79	BPPAJ	Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000880695.1
UP000201193	Phytophthora infestans RNA virus 1	640897	3		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage	Genome	GCA_000885295.1
UP000201713	Vanilla latent virus	2016426	6		Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tymovirales, Alphaflexiviridae, Allexivirus	Genome	GCA_002219605.1
UP000201172	Porcine associated porprismacovirus 10	2170117	2		Viruses, ssDNA viruses, Smacoviridae, Porprismacovirus	Genome	GCA_001646255.1
UP000204002	Enterobacter phage phiEap-2	1701257	62		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Guernseyvirinae, unclassified Guernseyvirinae	Genome	GCA_001471055.1
UP000222072	Pseudomonas phage ZC03	1622115	85		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae	Genome	GCA_002605505.1
UP000167685	Pteronotus parnellii polyomavirus 1	1606501	5		Viruses, dsDNA viruses, no RNA stage, Polyomaviridae	Genome	GCA_001430635.1
UP000096793	Tuhoko virus 1	798072	7		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Paramyxoviridae, Rubulavirus	Genome	GCA_000927275.1
UP000096681	Avian avulavirus 8	623144	8		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Paramyxoviridae, Avulavirus	Genome	GCA_000925495.1
UP000204365	Hubei tombus-like virus 37 (Strain: WHBL72297)	1923285	1		Viruses, unclassified RNA viruses	Genome	GCA_001926395.1
UP000202514	Wenzhou tombus-like virus 12 (Strain: WZFSL84432)	1923665	4		Viruses, unclassified RNA viruses	Genome	GCA_001970705.1
UP000202513	Hubei orthoptera virus 4 (Strain: ZCM21011)	1923012	2		Viruses, unclassified RNA viruses	Genome	GCA_001966335.1
UP000158144	Human adenovirus F serotype 41 (HAdV-41) (Human adenovirus 41)	10524	32	ADE41	Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus, Human mastadenovirus F	Genome	
UP000155350	Human adenovirus C serotype 6 (HAdV-6) (Human adenovirus 6)	10534	20	ADE06	Viruses, dsDNA viruses, no RNA stage, Adenoviridae, Mastadenovirus	Genome	
UP000019301	Escherichia phage KBNP1711	1436889	126		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Phieco32virus	Genome	GCA_000917255.1
UP000203324	Hubei toti-like virus 15 (Strain: SCM51462)	1923303	2		Viruses, unclassified RNA viruses	Genome	GCA_001962135.1
UP000204133	Rotavirus D chicken/05V0049/DEU/2005 (Strain: 05V0049)	884200	12		Viruses, dsRNA viruses, Reoviridae, Sedoreovirinae, Rotavirus	Genome	GCA_000890155.1
UP000175168	Meleagrid herpesvirus 1 (MeHV-1) (Turkey herpesvirus)	37108	87	MEHV1	Viruses, dsDNA viruses, no RNA stage, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Mardivirus	Genome	GCA_000839725.1
UP000201282	Microviridae Fen4707_41	1655654	6		Viruses, ssDNA viruses, Microviridae, unclassified Microviridae	Genome	GCA_001190395.1
UP000033016	Bacillus phage Stills	1610833	110		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Slashvirus	Genome	GCA_002149365.1
UP000226027	Arthrobacter phage Nubia	2015865	61		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Korravirus, unclassified Korravirus	Genome	GCA_002626525.1
UP000201424	Croton yellow vein mosaic alphasatellite	713089	1		Viruses, Satellites, Satellite Nucleic Acids, Single stranded DNA satellites, Alphasatellitidae, Geminialphasatellitinae, Clecrusatellite	Genome	GCA_000888115.1
UP000007569	Halorubrum pleomorphic virus 6	1156721	10		Viruses, DNA viruses, Pleolipoviridae	Genome	GCA_000896115.1
UP000007387	Dickeya virus Limestone	1091052	201		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Ackermannviridae, Aglimvirinae, Limestonevirus	Genome	GCA_000903075.1
UP000241949	Haloarcula hispanica pleomorphic virus 3	1879051	17		Viruses, DNA viruses, Pleolipoviridae, unclassified Pleolipoviridae	Genome	GCA_002989875.1
UP000001763	Yersinia phage PY54	172667	67		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000857465.1
UP000247284	Microbacterium phage Hendrix	2182341	154		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_003183625.1
UP000223368	Sinorhizobium phage phiM5	2005789	59		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002624905.1
UP000014676	Stenotrophomonas phage phiSMA6	1346893	10		Viruses, ssDNA viruses, Inoviridae, unassigned Inoviridae	Genome	GCA_002625225.1
UP000225260	Mycobacterium phage SkinnyPete	1821539	67		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Nclasvirinae, Redivirus, unclassified Redivirus	Genome	GCA_002609585.1
UP000009105	Human papillomavirus type 10	333759	7	HPV10	Viruses, dsDNA viruses, no RNA stage, Papillomaviridae, Firstpapillomavirinae, Alphapapillomavirus	Genome	GCA_000864905.1
UP000240865	Paenibacillus phage Dragolir	2070190	68		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002958145.1
UP000240652	Stenotrophomonas phage DLP4	2047758	82		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Pamx74virus, unclassified Pamx74virus	Genome	GCA_002956155.1
UP000007957	Lactococcus phage ul36	114416	61		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000841645.1
UP000223317	Staphylococcus phage vB_Sau_S24	1981553	209		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae, Spounavirinae, Kayvirus, unclassified Kayvirus	Genome	GCA_002622625.1
UP000232652	Lake trout rhabdovirus 903/87	170618	5		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Perhabdovirus	Genome	GCA_002815675.1
UP000005266	Colwellia phage 9A	765765	149		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_000898315.1
UP000240302	Pseudomonas phage phiYY	1852644	18		Viruses, dsRNA viruses, Cystoviridae	Genome	GCA_002925595.1
UP000029939	Escherichia phage phi191	1458706	87		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, Sepvirinae, Tl2011virus	Genome	GCA_001470555.1
UP000225559	Salmonella phage 25	1654886	75		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Podoviridae, P22virus	Genome	GCA_002599405.1
UP000240976	Artashat orthonairovirus (Strain: LEIV-10898Az)	2170061	3		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Nairoviridae, Orthonairovirus	Genome	GCA_003032565.1
UP000204281	Hubei sobemo-like virus 16 (Strain: WGML146458)	1923201	2		Viruses, unclassified RNA viruses	Genome	GCA_001923935.1
UP000014666	Lactococcus phage fd13	213782	53		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae, Sk1virus, unclassified Sk1virus	Genome	GCA_002592925.1
UP000169921	Fikirini rhabdovirus	1408144	5		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Ledantevirus	Genome	GCA_000927015.1
UP000232424	Ekpoma virus 1	1987020	8		Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Tibrovirus	Genome	GCA_002815855.1
UP000169232	Calanoida sp. copepod associated circular virus	1692244	2		Viruses, ssDNA viruses, Circoviridae, unclassified Circoviridae	Genome	GCA_001274205.1
UP000232856	Torque teno virus 5	687344	2		Viruses, ssDNA viruses, Anelloviridae, Alphatorquevirus	Genome	GCA_002818195.1
UP000223738	Pseudomonas phage phiPMW	1815582	229		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Myoviridae	Genome	GCA_002609505.1
UP000246591	Gordonia phage Sour	2182349	79		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_003183085.1
UP000223646	Klebsiella phage KPP5665-2	2034166	57		Viruses, dsDNA viruses, no RNA stage, Caudovirales, Siphoviridae	Genome	GCA_002629765.1
UP000000733	Pseudomonas phage phi13	134554	13		Viruses, dsRNA viruses, Cystoviridae	Genome	GCA_000852445.1
